,目标地址省市区,目标地址代码,目标地址,被比较地址省市区,被比较地址代码,被比较地址,相似度,adcode
3,江苏省苏州市张家港市,002274,金港镇保税区扬子江国际化学工业园南海路1号,江苏省苏州市张家港市,002564,金港镇长山村临江路1号,0.5124987,320582
35,北京市市辖区海淀区,300661,西三环北路87号13层3-1301,北京市市辖区海淀区,002987,西三环北路25号7层,0.5110928,110108
32,北京市市辖区海淀区,300229,知春路6号(锦秋国际大厦)14层14B04,北京市市辖区海淀区,300608,中关村南大街6号14层,0.5102194,110108
64,北京市市辖区海淀区,300045,东北旺西路8号院中关村软件园乙18号楼创通科技大厦,北京市市辖区海淀区,002373,东北旺西路8号中关村软件园一期27号楼B座501号,0.5087996,110108
16,浙江省杭州市滨江区,300203,滨安路760号,浙江省杭州市滨江区,002767,滨安路1186-1号,0.5085402,330108
11,江苏省苏州市张家港市,002071,大新镇人民路128号,江苏省苏州市张家港市,002839,杨舍镇人民中路66号,0.5072021,320582
6,广东省深圳市宝安区,300812,沙井街道大王山社区西部工业园第一幢,广东省深圳市宝安区,002475,沙井街道蚝一西部三洋新工业区A栋2层,0.50565636,440306
58,北京市市辖区海淀区,300282,西北旺东路10号院东区21号楼6层101-601,北京市市辖区海淀区,002649,西北旺东路10号院东区7号楼博彦科技大厦,0.5055397,110108
5,江苏省无锡市江阴市,300697,周庄镇世纪大道北段398号,江苏省无锡市江阴市,002645,周庄镇澄杨路1118号,0.5055338,320281
0,广东省深圳市宝安区,002751,新安街道海旺社区中心区甲岸南路易尚科技创意大厦二十三层,广东省深圳市宝安区,002781,新安街道海旺社区宝兴路6号海纳百川总部大厦B座12层-16层,0.5042305,440306
23,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002161,粤海街道高新南十道63号高新区联合总部大厦27、28楼,0.50315744,440305
4,广东省深圳市龙岗区,002243,龙岗大道(坪地段)1001号,广东省深圳市龙岗区,002916,坪地街道盐龙大道1639号,0.50237435,440307
1,浙江省杭州市滨江区,300451,长河街道越达巷92号创业智慧大厦五楼,浙江省杭州市滨江区,300582,长河街道江虹路459号A座,0.5005615,330108
0,浙江省杭州市滨江区,002415,阡陌路555号,浙江省杭州市滨江区,002570,伟业路1号10幢,0.5,330108
0,广东省广州市黄埔区,002709,云埔工业区东诚片康达路8号,广东省广州市黄埔区,002833,云埔工业区云开路3号,0.5,440112
1,福建省厦门市海沧区,002790,后祥路18号,福建省厦门市海沧区,002901,山边洪东路18号,0.5,350205
0,上海市市辖区浦东新区,002451,江山路2829号,上海市市辖区浦东新区,002706,申江南路2000号,0.5,310115
1,上海市市辖区奉贤区,002346,联合北路215号第5幢2501室,上海市市辖区奉贤区,002669,雷州路169号,0.5,310120
1,广东省深圳市福田区,002972,深南大道1006号深圳国际创新中心C栋14层,广东省深圳市福田区,003816,深南大道2002号中广核大厦南楼18楼,0.5,440304
1,浙江省绍兴市上虞区,300411,章镇镇工业园区,浙江省绍兴市上虞区,002931,梁湖工业园区倪禄路5号,0.5,330604
1,北京市市辖区顺义区,300117,牛栏山镇牛富路1号,北京市市辖区顺义区,002612,马坡镇白马路63号,0.5,110113
1,浙江省金华市义乌市,002634,苏溪镇镇南小区,浙江省金华市义乌市,002840,义亭镇姑塘工业小区,0.5,330782
1,湖北省武汉市洪山区,300567,书城路48#(北港工业园)1栋11层,湖北省武汉市洪山区,002281,邮科院路88号,0.5,420111
1,浙江省绍兴市柯桥区,002370,云集路1152号,浙江省绍兴市柯桥区,002758,轻纺城大道1605号,0.5,330603
2,上海市市辖区闵行区,002058,虹中路263号1幢,上海市市辖区闵行区,002211,春常路18号1幢2层A区,0.49999997,310112
1,广东省汕头市澄海区,002502,澄华工业区玉亭路,广东省汕头市澄海区,002862,文冠路澄华工业区,0.49999997,440515
7,江苏省无锡市江阴市,300135,云亭镇工业园区,江苏省无锡市江阴市,002455,云亭街道建设路55号,0.49956286,320281
2,北京市市辖区海淀区,300302,地锦路9号院2号楼-1至4层101,北京市市辖区海淀区,300324,丰秀中路3号院12号楼-1至5层101,0.49891296,110108
10,北京市市辖区海淀区,002306,马甸东路19号9层1017,北京市市辖区海淀区,002554,马甸东路17号11层1212,0.49864298,110108
1,广东省深圳市南山区,002835,粤海街道深圳湾科技生态园9栋B4座23楼,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.49825767,440305
0,浙江省杭州市余杭区,300558,经济技术开发区兴中路355号,浙江省杭州市余杭区,300643,杭州余杭经济技术开发区振兴东路12号,0.49784172,330110
1,广东省深圳市福田区,002763,深南大道1006号深圳国际创新中心A栋31-32层,广东省深圳市福田区,002775,深南大道1006号深圳国际创新中心（福田科技广场）A栋35、36层,0.49705347,440304
1,北京市市辖区朝阳区,002371,酒仙桥东路1号,北京市市辖区朝阳区,002707,酒仙桥北路9号（厂区）7幢1层567号,0.4962173,110105
59,广东省深圳市南山区,300506,高新南九道10号深圳湾科技生态园10栋A座17-20层01-06号,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.4961471,440305
0,江苏省常州市武进区,300196,遥观镇塘桥村,江苏省常州市武进区,300429,遥观镇钱家工业园,0.4947592,320412
16,广东省深圳市宝安区,300269,68区留仙三路安通达工业厂区四号厂房2楼,广东省深圳市宝安区,002782,福海街道新田社区正中工业厂区厂房7栋2层,0.4915286,440306
0,广东省广州市黄埔区,002209,云埔一路23号,广东省广州市黄埔区,002656,科学城光谱中路23号,0.4895697,440112
26,北京市市辖区海淀区,300370,地锦路9号院6号楼,北京市市辖区海淀区,300810,地锦路9号院15号楼409室,0.48838967,110108
0,浙江省台州市温岭市,002131,滨海镇利欧路1号,浙江省台州市温岭市,002403,东部新区第四街1号,0.48795003,331081
18,北京市市辖区海淀区,300449,地锦路9号院13号楼四层101-413,北京市市辖区海淀区,300810,地锦路9号院15号楼409室,0.48652905,110108
1,江苏省常州市武进区,300196,遥观镇塘桥村,江苏省常州市武进区,300660,遥观镇钱家塘路19号,0.4856092,320412
28,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300760,高新技术产业园区科技南十二路迈瑞大厦1-4层,0.4813029,440305
11,广东省深圳市南山区,300311,高新区科技中2路软件园2栋6楼,广东省深圳市南山区,300633,粤海街道麻岭社区高新中区科技中2路1号深圳软件园（2期）12栋201、202,0.47812095,440305
0,江苏省无锡市江阴市,300563,长山大道22号,江苏省无锡市江阴市,300697,周庄镇世纪大道北段398号,0.47783172,320281
2,广东省佛山市顺德区,300464,北滘镇北滘社区居民委员会科业路3号,广东省佛山市顺德区,002295,北滘镇西海工业区,0.47367984,440606
3,广东省深圳市南山区,002851,"高新技术产业园北区朗山路13号清华紫光科技园5层A,B,C501-503,D,E",广东省深圳市南山区,002917,高新技术产业园区（南区）R2-A栋3、4层,0.47278044,440305
35,北京市市辖区海淀区,300608,中关村南大街6号14层,北京市市辖区海淀区,002963,中关村南大街17号3号楼1902室,0.47216302,110108
62,北京市市辖区海淀区,300045,东北旺西路8号院中关村软件园乙18号楼创通科技大厦,北京市市辖区海淀区,002362,东北旺西路8号5号楼三层,0.46814585,110108
1,北京市市辖区西城区,300365,德胜门东滨河路11号4号楼3层,北京市市辖区西城区,002780,马甸南村4号楼-5号（德胜园区）,0.46667972,110102
0,上海市市辖区闵行区,300590,宜山路1618号E厂房801A室,上海市市辖区闵行区,300802,中春路7001号2幢408室,0.46604657,310112
3,北京市市辖区海淀区,300797,高梁桥斜街13号,北京市市辖区海淀区,002051,丹棱街3号,0.46472445,110108
5,广东省深圳市福田区,002240,华富街道华富路1018号中航中心31楼3101-3102,广东省深圳市福田区,002763,深南大道1006号深圳国际创新中心A栋31-32层,0.46378595,440304
45,广东省深圳市南山区,300760,高新技术产业园区科技南十二路迈瑞大厦1-4层,广东省深圳市南山区,002917,高新技术产业园区（南区）R2-A栋3、4层,0.46251437,440305
29,广东省深圳市南山区,300167,茶光路1089号深圳集成电路设计应用产业园306-1、306-2、307-2室,广东省深圳市南山区,300811,北环路南头第五工业区2栋3层301-306室,0.4612628,440305
10,广东省深圳市南山区,002436,白石路与沙河西路交汇处深圳湾科技生态园一区2栋A座8层-9层,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.46046257,440305
7,北京市市辖区海淀区,002405,学院路7号弘彧大厦10层1002A室,北京市市辖区海淀区,002657,学院路39号唯实大厦1006室,0.45921856,110108
1,北京市市辖区朝阳区,300156,将台路5号院15号楼C座6层,北京市市辖区朝阳区,300392,光华路15号院1号楼14层1401,0.4578666,110105
9,北京市市辖区海淀区,002368,北四环中路211号,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,0.4555198,110108
29,广东省深圳市南山区,002218,侨城北路香年广场[南区]主楼（A座）栋―座8层802、803、804号房,广东省深圳市南山区,002917,高新技术产业园区（南区）R2-A栋3、4层,0.45496035,440305
3,北京市市辖区海淀区,002819,阜成路67号银都大厦12层,北京市市辖区海淀区,002987,西三环北路25号7层,0.45478722,110108
2,广东省深圳市福田区,300052,深南中路电子科技大厦C座43层A1,广东省深圳市福田区,300333,泰然八路泰然大厦C座1605,0.45236436,440304
1,北京市市辖区朝阳区,300788,惠新东街甲4号8-10层,北京市市辖区朝阳区,002310,酒仙桥北路甲10号院104号楼6层601号,0.45206565,110105
7,北京市市辖区海淀区,300523,丰秀中路3号院1号楼-1至5层305,北京市市辖区海淀区,300674,高梁桥斜街42号院1号楼5层1-519,0.45163986,110108
4,上海市市辖区闵行区,300802,中春路7001号2幢408室,上海市市辖区闵行区,002211,春常路18号1幢2层A区,0.4514278,310112
4,上海市市辖区松江区,300008,莘砖公路518号10幢8层,上海市市辖区松江区,002858,佘山镇沈砖公路3000号,0.4506261,310117
15,北京市市辖区海淀区,300191,北洼路30号1号楼A416室,北京市市辖区海淀区,300369,北洼路4号益泰大厦5层,0.44850582,110108
1,浙江省台州市温岭市,002532,大溪镇大洋城工业区,浙江省台州市温岭市,002793,大溪镇大石一级公路南侧,0.4472136,331081
1,广东省深圳市龙岗区,002551,宝龙工业城宝龙5路2号尚荣科技工业园,广东省深圳市龙岗区,002882,吉华街道吉华路288号金龙羽工业园,0.4472136,440307
0,上海市市辖区松江区,300462,茸北工业区施惠路北侧,上海市市辖区松江区,300501,洞泾镇蔡家浜路18号,0.4472136,310117
1,浙江省湖州市德清县,300357,武康镇志远北路636号,浙江省湖州市德清县,002624,钟管镇龙山路117号,0.4472136,330521
0,江苏省无锡市宜兴市,002471,西郊工业园振丰东路999号,江苏省无锡市宜兴市,002692,官林镇远程路8号,0.4472136,320282
2,浙江省嘉兴市嘉善县,300461,姚庄镇新景路398号,浙江省嘉兴市嘉善县,002188,经济开发区东升路36号,0.4472136,330421
1,江苏省常州市武进区,300761,牛塘镇卢西村委河西村500号,江苏省常州市武进区,002516,雪堰镇旷达路1号,0.4472136,320412
0,江苏省南通市通州区,002074,十总镇东源大道1号,江苏省南通市通州区,002484,平潮通扬南路79号,0.4472136,320612
2,广东省佛山市南海区,002611,狮山镇强狮路2号（办公楼、厂房A、厂房B、宿舍A、宿舍B、饭堂）,广东省佛山市南海区,002922,简平路桂城科技园A3号,0.4472136,440605
0,广东省广州市白云区,300635,广州大道北1421号602房636房,广东省广州市白云区,300808,广州民营科技园科园路12号,0.4472136,440111
0,北京市市辖区房山区,300200,燕山东流水工业区14号,北京市市辖区房山区,300374,窦店镇普安路87号,0.4472136,110111
0,北京市市辖区昌平区,002392,小汤山镇小汤山工业园4号楼,北京市市辖区昌平区,002467,城区镇超前路13号,0.4472136,110114
0,山东省德州市禹城市,300185,）国家高新技术产业开发区,山东省德州市禹城市,002286,）国家高新技术产业开发区东外环路1号,0.4472136,371482
0,北京市市辖区丰台区,300011,南四环西路188号十八区2号楼（园区）,北京市市辖区丰台区,300073,南四环西路188号总部基地18区21号,0.4465478,110106
1,北京市市辖区朝阳区,300055,酒仙桥路10号3号楼15层1506,北京市市辖区朝阳区,300104,姚家园路105号3号楼12层1503,0.44410634,110105
0,广东省深圳市龙岗区,300303,平湖街道鹅公岭社区鹅岭工业区4号,广东省深圳市龙岗区,300317,坪地街道中心社区新发工业区1、2、3、4号,0.44237342,440307
